"TimeStamp","User","App","Location","App context","Accessed Resources","Accessed Resource Locations","Action","AgentName"
"30-Jul-2026 08:56:48","taylor.thackeray@contoso.com","Copilot for M365 Chat",,"19:af0133ca-844f-6c12-9241-4b81d096a6d0@thread.v2","","","",""
"30-Jul-2026 09:02:56","taylor.holloway@contoso.com","Copilot for M365 Chat",,"19:a540f9c4-cde5-994e-80d4-8d0ad4282d5b@thread.v2","","","",""
"30-Jul-2026 10:28:18","avery.underhill@contoso.com","Copilot for M365 Chat",,"19:9272257e-ad1a-b5ad-fad1-6c701e4d4d21@thread.v2","","","",""
"30-Jul-2026 12:32:07","morgan.merritt@contoso.com","Copilot for M365 Chat",,"19:67489a29-2090-4eee-b6a7-508329b6a0df@thread.v2","Quarterly Review.docx","https://contoso.sharepoint.com/sites/Finance/Shared Documents/Quarterly Review.docx","Read",""
"30-Jul-2026 12:47:49","skyler.sinclair@contoso.com","Outlook",,"19:c9c5edb1-480d-a5f3-202d-aac0adb185a0@thread.v2","","","",""
"30-Jul-2026 13:19:59","parker.northrop@contoso.com","Copilot for M365 Chat",,"19:30b75fb4-d764-fe99-a0b7-d716bd216603@thread.v2","Forecast.xlsx","https://contoso.sharepoint.com/sites/Engineering/Shared Documents/Forecast.xlsx","Read",""
"30-Jul-2026 13:36:32","finley.garrison@contoso.com","Word","SharePoint Online","https://contoso.sharepoint.com/sites/Operations/Shared Documents/Policy Draft.docx","Policy Draft.docx","https://contoso.sharepoint.com/sites/Operations/Shared Documents/Policy Draft.docx","Read",""
"30-Jul-2026 13:52:47","finley.garrison@contoso.com","Copilot for M365 Chat",,"19:a2b82264-75e1-547b-96d3-b37914389f34@thread.v2","","","",""
"30-Jul-2026 14:24:47","taylor.lockwood@contoso.com","Teams","Teams meeting","https://teams.microsoft.com/l/meetup-join/19:meeting_36a4cc11-df25-f690-34ef-d91f56f0f0e3@thread.v2","","","",""
"30-Jul-2026 14:29:03","taylor.thackeray@contoso.com","Outlook",,"19:d73166e1-65c6-c973-b786-1c937967b4f1@thread.v2","","","",""
"30-Jul-2026 14:45:26","logan.holloway@contoso.com","Outlook",,"19:f8cbf1f3-c851-6545-6171-11d352274f08@thread.v2","","","",""
"30-Jul-2026 14:52:31","devon.whitlock@contoso.com","Copilot for M365 Chat",,"19:4229c60e-3953-b78b-0642-2eda0da90641@thread.v2","","","",""
"30-Jul-2026 15:00:15","skyler.ellison@contoso.com","PowerPoint","OneDrive for Business","https://contoso-my.sharepoint.com/personal/skyler_ellison_contoso_com/Documents/Customer Briefing.pptx","Customer Briefing.pptx","https://contoso-my.sharepoint.com/personal/skyler_ellison_contoso_com/Documents/Customer Briefing.pptx","Read",""
"30-Jul-2026 15:52:19","parker.garrison@contoso.com","Copilot for M365 Chat",,"19:6566e909-d1e8-5913-5c2f-7a58560d4c8e@thread.v2","","","",""
"30-Jul-2026 16:14:57","skyler.sinclair@contoso.com","Outlook",,"19:e845dd3f-2227-e7a1-bf4d-7fd409b3c7bf@thread.v2","","","",""
"30-Jul-2026 16:19:45","avery.iverson@contoso.com","Copilot for M365 Chat",,"19:d7f534b4-82ba-56a1-d2e5-0780696c6adf@thread.v2","","","",""
"30-Jul-2026 16:58:56","skyler.ellison@contoso.com","Copilot for M365 Chat",,"19:daf96aa1-36d0-1e51-9ca7-3641d441845d@thread.v2","","","",""
"30-Jul-2026 17:16:43","parker.radcliffe@contoso.com","Teams","Teams Channel","https://teams.microsoft.com/l/message/19:27160f79-7406-5071-5407-283e9d42afe9@thread.tacv2?ctx=channel","","","",""
"30-Jul-2026 17:18:23","blake.prescott@contoso.com","PowerPoint","SharePoint Online","https://contoso.sharepoint.com/sites/Operations/Shared Documents/Customer Briefing.pptx","Customer Briefing.pptx","https://contoso.sharepoint.com/sites/Operations/Shared Documents/Customer Briefing.pptx","Read",""
"30-Jul-2026 17:24:25","robin.garrison@contoso.com","Outlook",,"19:eee4349f-798f-7af9-4201-e620bb44b1ec@thread.v2","","","",""
"30-Jul-2026 17:24:36","casey.calloway@contoso.com","Teams","Teams meeting","https://teams.microsoft.com/l/meetup-join/19:meeting_06931992-aa14-abc7-c2c2-ae7b1344193f@thread.v2","","","",""
"30-Jul-2026 17:28:17","logan.holloway@contoso.com","Copilot Studio Agent",,"19:17c492df-4fbd-864b-06a2-344ff131e82e@thread.v2","","","","itHelpdesk"
"30-Jul-2026 17:42:28","reese.calloway@contoso.com","Copilot for M365 Chat",,"19:31f9d6f3-9054-167e-6218-634b3c813356@thread.v2","","","",""
"30-Jul-2026 18:08:23","parker.draper@contoso.com","Word","SharePoint Online","https://contoso.sharepoint.com/sites/Finance/Shared Documents/Quarterly Review.docx","Quarterly Review.docx","https://contoso.sharepoint.com/sites/Finance/Shared Documents/Quarterly Review.docx","Read",""
"30-Jul-2026 19:09:26","skyler.ellison@contoso.com","Copilot for M365 Chat",,"19:cf84512a-2703-b361-c96c-5c2f68830339@thread.v2","Status Update.pptx","https://contoso.sharepoint.com/sites/Sales/Shared Documents/Status Update.pptx","Read",""
"30-Jul-2026 19:42:46","devon.whitlock@contoso.com","PowerPoint","SharePoint Online","https://contoso.sharepoint.com/sites/Engineering/Shared Documents/Status Update.pptx","Status Update.pptx","https://contoso.sharepoint.com/sites/Engineering/Shared Documents/Status Update.pptx","Read",""
"30-Jul-2026 20:09:02","parker.northrop@contoso.com","Excel","SharePoint Online","https://contoso.sharepoint.com/sites/Engineering/Shared Documents/Headcount Plan.xlsx","Headcount Plan.xlsx","https://contoso.sharepoint.com/sites/Engineering/Shared Documents/Headcount Plan.xlsx","Read",""
"30-Jul-2026 20:16:44","finley.garrison@contoso.com","Teams","Teams Chat","https://teams.microsoft.com/l/chat/19:138322d1-0e14-f0a0-a833-7e9425a8263b@unq.gbl.spaces?ctx=chat","","","",""
"30-Jul-2026 20:19:18","reese.calloway@contoso.com","Copilot for M365 Chat",,"19:442945d2-8337-0e24-f815-cb422d163c20@thread.v2","","","",""
"30-Jul-2026 20:46:25","parker.garrison@contoso.com","Copilot for M365 Chat",,"19:e72ab040-8dbc-9b19-6c69-588026017dcd@thread.v2","","","",""
"30-Jul-2026 21:34:47","taylor.holloway@contoso.com","Copilot for M365 Chat",,"19:01070ac1-e9f0-eb02-87b3-3056e4f59736@thread.v2","","","",""
"31-Jul-2026 00:13:12","taylor.thackeray@contoso.com","Teams","Teams meeting","https://teams.microsoft.com/l/meetup-join/19:meeting_037e3b43-e9a8-4959-6a01-09600d99f9cf@thread.v2","","","",""
"31-Jul-2026 02:24:57","parker.northrop@contoso.com","Loop","SharePoint Online","https://contoso.sharepoint.com/sites/Engineering/Shared Documents/Workspace Notes.loop","","","",""
"31-Jul-2026 05:31:48","skyler.ellison@contoso.com","Excel","SharePoint Online","https://contoso.sharepoint.com/sites/Sales/Shared Documents/Forecast.xlsx","Forecast.xlsx","https://contoso.sharepoint.com/sites/Sales/Shared Documents/Forecast.xlsx","Read",""
"31-Jul-2026 08:06:08","taylor.holloway@contoso.com","Word","OneDrive for Business","https://contoso-my.sharepoint.com/personal/taylor_holloway_contoso_com/Documents/Proposal.docx","Proposal.docx","https://contoso-my.sharepoint.com/personal/taylor_holloway_contoso_com/Documents/Proposal.docx","Read",""
"31-Jul-2026 09:16:51","skyler.kingsley@contoso.com","Excel","OneDrive for Business","https://contoso-my.sharepoint.com/personal/skyler_kingsley_contoso_com/Documents/Forecast.xlsx","Forecast.xlsx","https://contoso-my.sharepoint.com/personal/skyler_kingsley_contoso_com/Documents/Forecast.xlsx","Read",""
"31-Jul-2026 12:28:38","robin.garrison@contoso.com","Copilot for M365 Chat",,"19:c3418657-ee26-7669-5858-a25b5daa567b@thread.v2","","","",""
"31-Jul-2026 13:00:32","avery.underhill@contoso.com","Excel","SharePoint Online","https://contoso.sharepoint.com/sites/Finance/Shared Documents/Expense Summary.xlsx","Expense Summary.xlsx","https://contoso.sharepoint.com/sites/Finance/Shared Documents/Expense Summary.xlsx","Read",""
"31-Jul-2026 13:32:11","logan.holloway@contoso.com","Loop","SharePoint Online","https://contoso.sharepoint.com/sites/Engineering/Shared Documents/Workspace Notes.loop","","","",""
"31-Jul-2026 13:37:34","finley.oakley@contoso.com","Word","SharePoint Online","https://contoso.sharepoint.com/sites/Operations/Shared Documents/Proposal.docx","Proposal.docx","https://contoso.sharepoint.com/sites/Operations/Shared Documents/Proposal.docx","Read",""
"31-Jul-2026 14:18:45","parker.radcliffe@contoso.com","Excel","SharePoint Online","https://contoso.sharepoint.com/sites/Legal/Shared Documents/Pipeline Tracker.xlsx","Pipeline Tracker.xlsx","https://contoso.sharepoint.com/sites/Legal/Shared Documents/Pipeline Tracker.xlsx","Read",""
"31-Jul-2026 14:26:45","logan.holloway@contoso.com","Copilot for M365 Chat",,"19:c30039f7-e2ef-1ef2-8a89-34f628f8a745@thread.v2","FY26 Budget.xlsx","https://contoso.sharepoint.com/sites/Engineering/Shared Documents/FY26 Budget.xlsx","Read",""
"31-Jul-2026 14:35:08","taylor.lockwood@contoso.com","Copilot for M365 Chat",,"19:25bfd6fd-d54b-62a4-1989-19525e658c73@thread.v2","","","",""
"31-Jul-2026 14:58:11","logan.holloway@contoso.com","Outlook",,"19:dd890ed4-d680-2894-7d01-0e3ce13f4525@thread.v2","","","",""
"31-Jul-2026 15:11:04","avery.underhill@contoso.com","Teams","Teams meeting","https://teams.microsoft.com/l/meetup-join/19:meeting_ec96248a-2b40-5cdb-4884-883d2d5a5827@thread.v2","","","",""
"31-Jul-2026 16:02:36","parker.radcliffe@contoso.com","Outlook",,"19:ec62dd30-eecd-a876-51ac-cc0253a62c8b@thread.v2","","","",""
"31-Jul-2026 16:06:29","robin.lockwood@contoso.com","Copilot for M365 Chat",,"19:d9c83d1e-d00d-e07e-40aa-bd7c880f438f@thread.v2","Headcount Plan.xlsx","https://contoso.sharepoint.com/sites/Operations/Shared Documents/Headcount Plan.xlsx","Read",""
"31-Jul-2026 16:38:01","parker.garrison@contoso.com","Word","OneDrive for Business","https://contoso-my.sharepoint.com/personal/parker_garrison_contoso_com/Documents/Quarterly Review.docx","Quarterly Review.docx","https://contoso-my.sharepoint.com/personal/parker_garrison_contoso_com/Documents/Quarterly Review.docx","Read",""
"31-Jul-2026 16:53:03","skyler.ellison@contoso.com","Word","SharePoint Online","https://contoso.sharepoint.com/sites/Sales/Shared Documents/Policy Draft.docx","Policy Draft.docx","https://contoso.sharepoint.com/sites/Sales/Shared Documents/Policy Draft.docx","Read",""
"31-Jul-2026 16:56:19","robin.lockwood@contoso.com","Teams","Teams Channel","https://teams.microsoft.com/l/message/19:746b816f-3520-2ee9-9115-6512c80525a4@thread.tacv2?ctx=channel","","","",""
"31-Jul-2026 17:04:08","emery.northrop@contoso.com","Copilot for M365 Chat",,"19:7664cdbd-01af-d990-af06-244e904d293a@thread.v2","","","",""
"31-Jul-2026 17:12:26","devon.whitlock@contoso.com","Copilot for M365 Chat",,"19:ff719e11-d46b-eac9-7c27-d34a99fa8db8@thread.v2","","","",""
"31-Jul-2026 17:17:23","reese.calloway@contoso.com","Copilot for M365 Chat",,"19:a20f90f6-fb3d-15b8-db8d-564bbad6e7d7@thread.v2","Proposal.docx","https://contoso.sharepoint.com/sites/Finance/Shared Documents/Proposal.docx","Read",""
"31-Jul-2026 17:25:51","parker.garrison@contoso.com","Outlook",,"19:e070cfd7-b8a7-03ea-a2dc-43b46ef78e27@thread.v2","","","",""
"31-Jul-2026 17:26:19","reese.calloway@contoso.com","Outlook",,"19:39c52658-6fe5-b433-3324-19eb30e3d2f7@thread.v2","","","",""
"31-Jul-2026 17:42:38","skyler.sinclair@contoso.com","Word","SharePoint Online","https://contoso.sharepoint.com/sites/Operations/Shared Documents/Meeting Notes.docx","Meeting Notes.docx","https://contoso.sharepoint.com/sites/Operations/Shared Documents/Meeting Notes.docx","Read",""
"31-Jul-2026 18:53:05","skyler.ellison@contoso.com","Copilot for M365 Chat",,"19:d04bb984-ad53-1e8a-5f2d-3e7b8071aa22@thread.v2","","","",""
"31-Jul-2026 19:53:58","finley.garrison@contoso.com","Copilot for M365 Chat",,"19:793f467d-03fa-f56a-3d46-26068ed2fe0d@thread.v2","","","",""
"31-Jul-2026 20:29:51","reese.calloway@contoso.com","Stream","Stream video player","https://contoso.sharepoint.com/sites/Finance/Shared Documents/Recordings/All Hands.mp4","","","",""
"31-Jul-2026 20:32:58","parker.northrop@contoso.com","Copilot for M365 Chat",,"19:44031908-4c4d-167e-60f8-0bb24e80b045@thread.v2","","","",""
"31-Jul-2026 20:40:03","taylor.thackeray@contoso.com","Word","SharePoint Online","https://contoso.sharepoint.com/sites/Finance/Shared Documents/Quarterly Review.docx","Quarterly Review.docx","https://contoso.sharepoint.com/sites/Finance/Shared Documents/Quarterly Review.docx","Read",""
"31-Jul-2026 20:41:08","taylor.holloway@contoso.com","Teams","Teams Chat","https://teams.microsoft.com/l/chat/19:034cd419-f8e3-4a18-2115-04aaee09b9c2@unq.gbl.spaces?ctx=chat","","","",""
"31-Jul-2026 20:53:03","taylor.holloway@contoso.com","Outlook",,"19:88bac8a8-47a5-b1ce-4bfd-6951ba8e03ef@thread.v2","","","",""
"31-Jul-2026 20:56:20","finley.garrison@contoso.com","Copilot for M365 Chat",,"19:ce053035-b2ff-827f-b822-3a0dcc8d4934@thread.v2","","","",""
"31-Jul-2026 21:02:00","casey.calloway@contoso.com","Copilot for M365 Chat",,"19:a34ecd74-fd97-97e4-4039-273c222dccf3@thread.v2","Town Hall.pptx","https://contoso.sharepoint.com/sites/Legal/Shared Documents/Town Hall.pptx","Read",""
"31-Jul-2026 21:44:25","skyler.sinclair@contoso.com","Teams","Teams Channel","https://teams.microsoft.com/l/message/19:2b2c0c63-a06d-4325-1426-b80d54b63097@thread.tacv2?ctx=channel","","","",""
"31-Jul-2026 22:46:07","finley.garrison@contoso.com","Copilot for M365 Chat",,"19:5c5e493f-5bf5-9aaf-d700-7d4df8be541d@thread.v2","","","",""
"31-Jul-2026 22:55:40","avery.underhill@contoso.com","Copilot for M365 Chat",,"19:210b4815-02ed-e1e7-715b-3f237aa3348a@thread.v2","Town Hall.pptx","https://contoso.sharepoint.com/sites/Finance/Shared Documents/Town Hall.pptx","Read",""
"01-Aug-2026 13:05:38","skyler.sinclair@contoso.com","Teams","Teams meeting","https://teams.microsoft.com/l/meetup-join/19:meeting_6ec78497-e835-f04a-e308-be7a06511d3f@thread.v2","","","",""
"01-Aug-2026 17:22:22","parker.northrop@contoso.com","Word","SharePoint Online","https://contoso.sharepoint.com/sites/Engineering/Shared Documents/Project Plan.docx","Project Plan.docx","https://contoso.sharepoint.com/sites/Engineering/Shared Documents/Project Plan.docx","Read",""
"02-Aug-2026 18:20:02","finley.garrison@contoso.com","Outlook",,"19:00116a02-ae9c-af06-118d-852435fec79c@thread.v2","","","",""
"02-Aug-2026 20:40:16","robin.lockwood@contoso.com","Copilot for M365 Chat",,"19:3f7031f3-1399-610c-0603-1a7428c4a3f9@thread.v2","","","",""
"02-Aug-2026 22:25:59","avery.underhill@contoso.com","Teams","Teams meeting","https://teams.microsoft.com/l/meetup-join/19:meeting_4eda339e-7114-301f-4077-768cbef434c7@thread.v2","","","",""
"03-Aug-2026 00:03:16","sawyer.whitlock@contoso.com","Copilot for M365 Chat",,"19:92fe5dd9-e12e-19e2-1161-04699fac4fae@thread.v2","","","",""
"03-Aug-2026 00:31:41","parker.northrop@contoso.com","Teams","Teams Channel","https://teams.microsoft.com/l/message/19:b2ce89bb-190f-cc33-e5e0-440a81ac9b1a@thread.tacv2?ctx=channel","","","",""
"03-Aug-2026 02:13:42","skyler.sinclair@contoso.com","Copilot for M365 Chat",,"19:bdaf7e7e-752f-5b58-072c-baf60d412f42@thread.v2","","","",""
"03-Aug-2026 03:50:28","parker.radcliffe@contoso.com","Outlook",,"19:d8b66dee-75ac-000d-2bf6-3289b59b7618@thread.v2","","","",""
"03-Aug-2026 06:14:20","rowan.lockwood@contoso.com","Copilot for M365 Chat",,"19:b986033e-ca04-ccf8-ebd3-1cafc6827b6b@thread.v2","","","",""
"03-Aug-2026 06:17:55","taylor.lockwood@contoso.com","Excel","SharePoint Online","https://contoso.sharepoint.com/sites/Sales/Shared Documents/Expense Summary.xlsx","Expense Summary.xlsx","https://contoso.sharepoint.com/sites/Sales/Shared Documents/Expense Summary.xlsx","Read",""
"03-Aug-2026 09:44:50","logan.holloway@contoso.com","Copilot for M365 Chat",,"19:bf2743ef-b898-4467-3b74-279d2ecfaadb@thread.v2","","","",""
"03-Aug-2026 10:46:01","robin.garrison@contoso.com","Loop","SharePoint Online","https://contoso.sharepoint.com/sites/Legal/Shared Documents/Workspace Notes.loop","","","",""
"03-Aug-2026 11:05:11","blake.prescott@contoso.com","Teams","Teams Chat","https://teams.microsoft.com/l/chat/19:80a622ce-cdf9-03ba-6f21-879d3c52515d@unq.gbl.spaces?ctx=chat","","","",""
"03-Aug-2026 13:36:48","reese.calloway@contoso.com","Word","SharePoint Online","https://contoso.sharepoint.com/sites/Finance/Shared Documents/Meeting Notes.docx","Meeting Notes.docx","https://contoso.sharepoint.com/sites/Finance/Shared Documents/Meeting Notes.docx","Read",""
"03-Aug-2026 13:39:01","finley.garrison@contoso.com","Copilot for M365 Chat",,"19:fa805eac-fd0c-52d8-ca50-73e95183755e@thread.v2","","","",""
"03-Aug-2026 13:56:58","robin.lockwood@contoso.com","Copilot for M365 Chat",,"19:c63ae8a9-1ecf-d57f-b03b-7258d0f7b398@thread.v2","FY26 Budget.xlsx","https://contoso.sharepoint.com/sites/Operations/Shared Documents/FY26 Budget.xlsx","Read",""
"03-Aug-2026 13:59:57","avery.underhill@contoso.com","Copilot Studio Agent",,"19:f0d2f8c1-4e96-ba8d-a759-676f36fe5a5c@thread.v2","","","","travelPolicy"
"03-Aug-2026 14:26:20","skyler.ellison@contoso.com","Stream","Stream video player","https://contoso.sharepoint.com/sites/Sales/Shared Documents/Recordings/All Hands.mp4","","","",""
"03-Aug-2026 14:34:19","skyler.sinclair@contoso.com","Excel","OneDrive for Business","https://contoso-my.sharepoint.com/personal/skyler_sinclair_contoso_com/Documents/Pipeline Tracker.xlsx","Pipeline Tracker.xlsx","https://contoso-my.sharepoint.com/personal/skyler_sinclair_contoso_com/Documents/Pipeline Tracker.xlsx","Read",""
"03-Aug-2026 14:35:26","skyler.ellison@contoso.com","Excel","OneDrive for Business","https://contoso-my.sharepoint.com/personal/skyler_ellison_contoso_com/Documents/Pipeline Tracker.xlsx","Pipeline Tracker.xlsx","https://contoso-my.sharepoint.com/personal/skyler_ellison_contoso_com/Documents/Pipeline Tracker.xlsx","Read",""
"03-Aug-2026 14:37:20","finley.garrison@contoso.com","PowerPoint","OneDrive for Business","https://contoso-my.sharepoint.com/personal/finley_garrison_contoso_com/Documents/Roadmap.pptx","Roadmap.pptx","https://contoso-my.sharepoint.com/personal/finley_garrison_contoso_com/Documents/Roadmap.pptx","Read",""
"03-Aug-2026 16:05:04","devon.whitlock@contoso.com","Copilot for M365 Chat",,"19:e6e2245c-d8e7-6afd-33ab-9f8e211a359d@thread.v2","Expense Summary.xlsx","https://contoso.sharepoint.com/sites/Engineering/Shared Documents/Expense Summary.xlsx","Read",""
"03-Aug-2026 16:10:00","avery.underhill@contoso.com","Copilot for M365 Chat",,"19:e4c649b6-5b39-b4cf-02e7-60908db20c42@thread.v2","","","",""
"03-Aug-2026 16:13:38","parker.radcliffe@contoso.com","Outlook",,"19:bda19310-391b-e3d3-08b1-1b4bb93a826c@thread.v2","","","",""
"03-Aug-2026 16:14:01","devon.whitlock@contoso.com","PowerPoint","SharePoint Online","https://contoso.sharepoint.com/sites/Engineering/Shared Documents/Roadmap.pptx","Roadmap.pptx","https://contoso.sharepoint.com/sites/Engineering/Shared Documents/Roadmap.pptx","Read",""
"03-Aug-2026 16:23:08","taylor.holloway@contoso.com","Copilot for M365 Chat",,"19:5561e8d7-da0b-c74f-51b5-bf9f59aea543@thread.v2","Headcount Plan.xlsx","https://contoso.sharepoint.com/sites/Sales/Shared Documents/Headcount Plan.xlsx","Read",""
"03-Aug-2026 16:23:41","casey.calloway@contoso.com","Copilot for M365 Chat",,"19:c8edf31f-2b35-2a9a-f30a-53af4884054c@thread.v2","","","",""
"03-Aug-2026 16:30:10","taylor.thackeray@contoso.com","Excel","SharePoint Online","https://contoso.sharepoint.com/sites/Finance/Shared Documents/Expense Summary.xlsx","Expense Summary.xlsx","https://contoso.sharepoint.com/sites/Finance/Shared Documents/Expense Summary.xlsx","Read",""
"03-Aug-2026 16:32:56","avery.underhill@contoso.com","Copilot for M365 Chat",,"19:04e97fcf-9c53-d5a0-040f-56102d77ab5d@thread.v2","","","",""
"03-Aug-2026 16:43:57","finley.oakley@contoso.com","Word","SharePoint Online","https://contoso.sharepoint.com/sites/Operations/Shared Documents/Meeting Notes.docx","Meeting Notes.docx","https://contoso.sharepoint.com/sites/Operations/Shared Documents/Meeting Notes.docx","Read",""
"03-Aug-2026 17:37:38","parker.northrop@contoso.com","Teams","Teams Chat","https://teams.microsoft.com/l/chat/19:5579be52-06fa-6da1-a992-fee61dc67137@unq.gbl.spaces?ctx=chat","","","",""
"03-Aug-2026 17:37:54","finley.garrison@contoso.com","Teams","Teams Channel","https://teams.microsoft.com/l/message/19:bdb92505-2a6b-c9ac-c9f9-da0d20bd1ebb@thread.tacv2?ctx=channel","","","",""
"03-Aug-2026 17:45:46","taylor.holloway@contoso.com","Copilot for M365 Chat",,"19:eae55e2d-b153-fe8a-6462-f2262b52c482@thread.v2","","","",""
"03-Aug-2026 17:53:57","logan.holloway@contoso.com","Outlook",,"19:6a086cfa-1764-455e-eafa-457fd88bfd10@thread.v2","","","",""
"03-Aug-2026 18:57:29","logan.holloway@contoso.com","Copilot for M365 Chat",,"19:5322c578-5de2-baed-3a63-04126c816d58@thread.v2","","","",""
"03-Aug-2026 19:39:45","parker.garrison@contoso.com","Outlook",,"19:c0a0380f-9b03-4ef9-0a8a-6baf0c3a23a2@thread.v2","","","",""
"03-Aug-2026 19:45:06","skyler.ellison@contoso.com","Teams","Teams Channel","https://teams.microsoft.com/l/message/19:1e921edd-d845-e0b1-69d9-07c8870f0cb5@thread.tacv2?ctx=channel","","","",""
"03-Aug-2026 20:32:01","parker.garrison@contoso.com","PowerPoint","SharePoint Online","https://contoso.sharepoint.com/sites/Finance/Shared Documents/Kickoff Deck.pptx","Kickoff Deck.pptx","https://contoso.sharepoint.com/sites/Finance/Shared Documents/Kickoff Deck.pptx","Read",""
"03-Aug-2026 20:49:40","reese.calloway@contoso.com","Copilot for M365 Chat",,"19:e79ff448-539a-556c-b0b5-6a5944036d3e@thread.v2","","","",""
"03-Aug-2026 21:25:57","skyler.kingsley@contoso.com","Teams","Teams Channel","https://teams.microsoft.com/l/message/19:f67f3c5b-0b9b-f32c-18be-68b44fc56a23@thread.tacv2?ctx=channel","","","",""
"03-Aug-2026 21:33:20","parker.northrop@contoso.com","Teams","Teams Channel","https://teams.microsoft.com/l/message/19:e899e4c1-d43c-52c6-e8af-6f990ae104f3@thread.tacv2?ctx=channel","","","",""
"03-Aug-2026 22:04:03","taylor.thackeray@contoso.com","Excel","SharePoint Online","https://contoso.sharepoint.com/sites/Finance/Shared Documents/Headcount Plan.xlsx","Headcount Plan.xlsx","https://contoso.sharepoint.com/sites/Finance/Shared Documents/Headcount Plan.xlsx","Read",""
"03-Aug-2026 22:35:10","reese.calloway@contoso.com","Word","OneDrive for Business","https://contoso-my.sharepoint.com/personal/reese_calloway_contoso_com/Documents/Project Plan.docx","Project Plan.docx","https://contoso-my.sharepoint.com/personal/reese_calloway_contoso_com/Documents/Project Plan.docx","Read",""
"03-Aug-2026 23:25:23","emery.northrop@contoso.com","Copilot for M365 Chat",,"19:d8263a02-73b2-b054-0287-16588a0a498c@thread.v2","","","",""
"04-Aug-2026 00:10:23","taylor.holloway@contoso.com","Teams","Teams Channel","https://teams.microsoft.com/l/message/19:69250939-a50d-ba6a-584b-d7965fc69174@thread.tacv2?ctx=channel","","","",""
"04-Aug-2026 03:12:01","parker.garrison@contoso.com","Word","OneDrive for Business","https://contoso-my.sharepoint.com/personal/parker_garrison_contoso_com/Documents/Proposal.docx","Proposal.docx","https://contoso-my.sharepoint.com/personal/parker_garrison_contoso_com/Documents/Proposal.docx","Read",""
"04-Aug-2026 05:36:27","kendall.underhill@contoso.com","Copilot for M365 Chat",,"19:aa0f4e04-4e79-2f32-a74f-f75ba7f0a0b4@thread.v2","Quarterly Review.docx","https://contoso.sharepoint.com/sites/Executive/Shared Documents/Quarterly Review.docx","Read",""
"04-Aug-2026 05:46:45","taylor.lockwood@contoso.com","PowerPoint","SharePoint Online","https://contoso.sharepoint.com/sites/Sales/Shared Documents/Kickoff Deck.pptx","Kickoff Deck.pptx","https://contoso.sharepoint.com/sites/Sales/Shared Documents/Kickoff Deck.pptx","Read",""
"04-Aug-2026 07:54:41","jordan.ellison@contoso.com","Copilot for M365 Chat",,"19:cd78de14-2f27-f865-a452-33cc4cba2bf8@thread.v2","Pipeline Tracker.xlsx","https://contoso.sharepoint.com/sites/Sales/Shared Documents/Pipeline Tracker.xlsx","Read",""
"04-Aug-2026 08:04:10","skyler.ellison@contoso.com","Copilot for M365 Chat",,"19:0c58f786-c438-d8c9-c211-675ca28a68d8@thread.v2","Project Plan.docx","https://contoso.sharepoint.com/sites/Sales/Shared Documents/Project Plan.docx","Read",""
"04-Aug-2026 08:58:20","avery.underhill@contoso.com","Copilot for M365 Chat",,"19:d0628de3-291a-daba-c438-759b8722a98a@thread.v2","","","",""
"04-Aug-2026 11:28:41","parker.northrop@contoso.com","Outlook",,"19:d2664648-ee13-dac8-db6b-c217be2da202@thread.v2","","","",""
"04-Aug-2026 13:21:59","parker.draper@contoso.com","Copilot for M365 Chat",,"19:77658719-73ed-2a2a-fd95-0fb345b3ebc5@thread.v2","Customer Briefing.pptx","https://contoso.sharepoint.com/sites/Finance/Shared Documents/Customer Briefing.pptx","Read",""
"04-Aug-2026 13:26:08","rowan.lockwood@contoso.com","Loop","SharePoint Online","https://contoso.sharepoint.com/sites/Engineering/Shared Documents/Workspace Notes.loop","","","",""
"04-Aug-2026 13:35:16","logan.holloway@contoso.com","Teams","Teams Chat","https://teams.microsoft.com/l/chat/19:44cf6b0d-e187-05d6-2f70-373402b1be08@unq.gbl.spaces?ctx=chat","","","",""
"04-Aug-2026 13:36:28","reese.calloway@contoso.com","Copilot for M365 Chat",,"19:0fb49808-2187-4778-a3d5-fcd7d7292fd0@thread.v2","Headcount Plan.xlsx","https://contoso.sharepoint.com/sites/Finance/Shared Documents/Headcount Plan.xlsx","Read",""
"04-Aug-2026 14:00:19","taylor.lockwood@contoso.com","Copilot for M365 Chat",,"19:d9d743b6-414f-692f-2e99-4350da5b3228@thread.v2","Meeting Notes.docx","https://contoso.sharepoint.com/sites/Sales/Shared Documents/Meeting Notes.docx","Read",""
"04-Aug-2026 14:02:12","taylor.thackeray@contoso.com","Outlook",,"19:cf7b4abb-6417-efa3-5838-841268801b17@thread.v2","","","",""
"04-Aug-2026 14:07:02","robin.lockwood@contoso.com","PowerPoint","SharePoint Online","https://contoso.sharepoint.com/sites/Operations/Shared Documents/Town Hall.pptx","Town Hall.pptx","https://contoso.sharepoint.com/sites/Operations/Shared Documents/Town Hall.pptx","Read",""
"04-Aug-2026 14:14:39","parker.garrison@contoso.com","Word","SharePoint Online","https://contoso.sharepoint.com/sites/Finance/Shared Documents/Quarterly Review.docx","Quarterly Review.docx","https://contoso.sharepoint.com/sites/Finance/Shared Documents/Quarterly Review.docx","Read",""
"04-Aug-2026 14:26:17","skyler.sinclair@contoso.com","Copilot for M365 Chat",,"19:d4f3839a-1c20-b3f0-ef8b-adf63f206e9a@thread.v2","","","",""
